,state,account length,international plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,number customer service calls,Churn
1663,49,0.6371308016877637,0,0.0,0.45528455284552843,0.5343633457645178,0.26126126126126126,0.6946177847113884,0.5630252100840336,0.5326241134751774,0.7461928934010152,0.125,0.7462406015037594,0.42857142857142855,1
1160,46,0.3459915611814346,0,0.7551020408163265,0.6747967479674797,0.38021665778724917,0.40540540540540543,0.41146645865834636,0.3865546218487395,0.5468085106382979,0.5532994923857868,0.25,0.5526315789473684,0.42857142857142855,0
1410,3,0.620253164556962,0,0.0,0.7398373983739838,0.48765760966080623,0.3153153153153153,0.5343213728549142,0.33613445378151263,0.4382978723404255,0.34517766497461927,0.375,0.3458646616541353,0.2857142857142857,0
1572,3,0.4092827004219409,0,0.8163265306122449,0.45528455284552843,0.6187178121115255,0.5945945945945946,0.6185647425897035,0.31932773109243695,0.597872340425532,0.36040609137055835,0.25,0.3609022556390977,0.0,0
515,32,0.0,0,0.5306122448979592,0.4065040650406504,0.18877641626709285,0.3153153153153153,0.6731669266770671,0.6386554621848739,0.5858156028368794,0.42131979695431476,0.1875,0.4210526315789474,0.2857142857142857,0
1324,50,0.004219409282700422,0,0.5510204081632653,0.7398373983739838,0.40614455691706625,0.8288288288288288,0.3759750390015601,0.29411764705882354,0.39432624113475184,0.4720812182741117,0.125,0.47180451127819545,0.14285714285714285,0
842,50,0.25738396624472576,0,0.0,0.34959349593495936,0.33013674302965723,0.6036036036036037,0.46021840873634945,0.2184873949579832,0.4276595744680852,0.8172588832487311,0.125,0.8176691729323308,0.42857142857142855,0
1409,26,0.20253164556962025,1,0.0,0.5447154471544715,0.4540934114722074,0.22522522522522523,0.6930577223088923,0.5126050420168067,0.6836879432624114,0.4974619289340102,0.25,0.49812030075187963,0.14285714285714285,0
266,7,0.16877637130801687,0,0.0,0.3983739837398374,0.6062866275972296,0.5945945945945946,0.5042901716068643,0.37815126050420167,0.4049645390070921,0.7563451776649747,0.1875,0.7556390977443608,0.14285714285714285,0
1622,7,0.3670886075949367,0,0.0,0.5365853658536586,0.5966968566862014,0.4864864864864865,0.48595943837753514,0.13445378151260504,0.46028368794326247,0.10152284263959391,0.6875,0.10150375939849623,0.14285714285714285,0
1203,1,0.4092827004219409,0,0.0,0.34959349593495936,0.4972473805718345,0.4144144144144144,0.6232449297971919,0.6638655462184874,0.2985815602836879,0.7411167512690355,0.25,0.7406015037593985,0.2857142857142857,0
1424,29,0.27848101265822783,0,0.0,0.4634146341463415,0.4152015627774818,0.5585585585585585,0.5713728549141966,0.4369747899159664,0.5964539007092199,0.6395939086294417,0.5,0.6390977443609022,0.14285714285714285,0
852,11,0.3628691983122363,0,0.0,0.23577235772357724,0.876220919907654,0.5765765765765766,0.23556942277691112,0.2184873949579832,0.624113475177305,0.5583756345177665,0.125,0.5582706766917294,0.2857142857142857,1
910,21,0.27848101265822783,0,0.0,0.4959349593495935,0.6062866275972296,0.3333333333333333,0.6216848673946959,0.2857142857142857,0.7000000000000001,0.5939086294416244,0.375,0.5939849624060151,0.42857142857142855,0
1371,24,0.06329113924050633,0,0.0,0.37398373983739835,0.6675546084176879,0.27927927927927926,0.2773010920436818,0.4369747899159664,0.351063829787234,0.4263959390862945,0.5625,0.42669172932330823,0.14285714285714285,0
1029,12,0.21518987341772153,0,0.4897959183673469,0.42276422764227645,0.670040845320547,0.7207207207207207,0.40249609984399376,0.24369747899159663,0.6340425531914894,0.7411167512690355,0.125,0.7406015037593985,0.14285714285714285,0
648,44,0.4008438818565401,1,0.0,0.5447154471544715,0.2797016515716569,0.35135135135135137,0.6840873634945397,0.24369747899159663,0.20992907801418437,0.3807106598984772,0.375,0.381578947368421,0.0,0
1327,34,0.4641350210970464,0,0.0,0.4715447154471545,0.5343633457645178,0.46846846846846846,0.5561622464898597,0.15126050420168066,0.1702127659574468,0.5736040609137056,0.25,0.5733082706766917,0.14285714285714285,0
1212,44,0.3755274261603376,0,0.0,0.4634146341463415,0.438110459953827,0.6846846846846847,0.390405616224649,0.226890756302521,0.7900709219858156,0.4568527918781726,0.1875,0.4567669172932331,0.2857142857142857,0
1533,41,0.27848101265822783,0,0.0,0.5691056910569106,0.8373290712129283,0.24324324324324326,0.13689547581903277,0.3949579831932773,0.3978723404255319,0.6345177664974619,0.25,0.6353383458646616,0.14285714285714285,0
435,35,0.2911392405063291,0,0.46938775510204084,0.4959349593495935,0.5988279168886521,0.32432432432432434,0.5869734789391576,0.25210084033613445,0.47659574468085114,0.49238578680203043,0.25,0.4924812030075188,0.14285714285714285,0
124,21,0.3037974683544304,0,0.0,0.6341463414634146,0.8007458710708578,0.42342342342342343,0.6794071762870515,0.5546218487394958,0.6659574468085107,0.5532994923857868,0.3125,0.5526315789473684,0.14285714285714285,1
1095,50,0.48523206751054854,0,0.8571428571428571,0.4959349593495935,0.8248978866986326,0.5135135135135135,0.421216848673947,0.15966386554621848,0.4574468085106384,0.5025380710659899,0.0625,0.5018796992481203,0.42857142857142855,0
261,9,0.37130801687763715,0,0.0,0.5853658536585366,0.630083466524596,0.40540540540540543,0.5429017160686428,0.5042016806722689,0.6581560283687944,0.44670050761421326,0.25,0.4473684210526315,0.0,0
1385,45,0.43037974683544306,0,0.0,0.5609756097560976,0.6679097851180962,0.7657657657657657,0.1657566302652106,0.17647058823529413,0.4893617021276596,0.4771573604060914,0.4375,0.4774436090225564,0.42857142857142855,0
400,16,0.38396624472573837,0,0.0,0.3170731707317073,0.9607529746048659,0.5045045045045045,0.2667706708268331,0.4369747899159664,0.5212765957446809,0.4720812182741117,0.625,0.47180451127819545,0.14285714285714285,1
768,5,0.45569620253164556,0,0.0,0.5853658536585366,0.43296039779790446,0.5765765765765766,0.3319032761310452,0.5294117647058824,0.4035460992907801,0.48223350253807107,0.3125,0.4830827067669172,0.14285714285714285,0
665,35,0.6666666666666666,0,0.0,0.37398373983739835,0.48712484461019356,0.6756756756756757,0.5191107644305771,0.6722689075630253,0.48652482269503555,0.41116751269035534,0.125,0.41165413533834583,0.14285714285714285,0
1045,7,0.4936708860759494,0,0.0,0.7642276422764228,0.5311667554608418,0.44144144144144143,0.6423556942277691,0.5210084033613446,0.5248226950354611,0.6345177664974619,0.25,0.6353383458646616,0.0,0
1347,47,0.5189873417721519,0,0.0,0.24390243902439024,0.5182028058959331,0.6666666666666666,0.592433697347894,0.36134453781512604,0.6184397163120569,0.27918781725888325,0.25,0.2800751879699248,0.2857142857142857,0
593,3,0.2616033755274262,0,0.3877551020408163,0.3333333333333333,0.47043153969099627,0.5315315315315315,0.6333853354134166,0.453781512605042,0.39929078014184405,0.5736040609137056,0.1875,0.5733082706766917,0.42857142857142855,0
1338,48,0.27848101265822783,0,0.0,0.5528455284552846,0.4812644290534541,0.5945945945945946,0.5936037441497659,0.6302521008403361,0.3205673758865248,0.4619289340101523,0.375,0.46240601503759393,0.42857142857142855,0
646,21,0.1350210970464135,0,0.32653061224489793,0.17886178861788618,0.3560646421594743,0.8648648648648649,0.6606864274570983,0.5294117647058824,0.6021276595744681,0.6142131979695431,0.125,0.6146616541353384,0.0,0
784,29,0.1729957805907173,0,0.0,0.5040650406504065,0.41218256082400995,0.4864864864864865,0.5760530421216848,0.40336134453781514,0.19858156028368798,0.4365482233502538,0.0625,0.4360902255639097,0.2857142857142857,0
337,11,0.0759493670886076,0,0.6938775510204082,0.6260162601626016,0.6014917421417155,0.6666666666666666,0.6045241809672387,0.29411764705882354,0.351063829787234,0.5989847715736041,0.625,0.599624060150376,0.42857142857142855,0
268,47,0.6962025316455697,0,0.0,0.5365853658536586,0.4517847629195525,0.44144144144144143,0.4118564742589704,0.42857142857142855,0.32695035460992905,0.5685279187817259,0.625,0.5676691729323308,0.14285714285714285,1
203,40,0.569620253164557,0,0.0,0.6341463414634146,0.2456046883324454,0.4864864864864865,0.7698907956318254,0.19327731092436976,0.7382978723404255,0.3807106598984772,0.75,0.381578947368421,0.14285714285714285,0
718,43,0.39662447257383965,0,0.0,0.4796747967479675,0.3864322500443971,0.7117117117117117,0.7909516380655226,0.5546218487394958,0.5787234042553192,0.5076142131979695,0.125,0.5075187969924813,0.42857142857142855,0
1660,49,0.3037974683544304,0,0.0,0.44715447154471544,0.5153613922926655,0.34234234234234234,0.27808112324492984,0.36134453781512604,0.4453900709219859,0.583756345177665,0.375,0.5845864661654134,0.42857142857142855,0
11,43,0.5864978902953587,0,0.0,0.6097560975609756,0.25963416799857925,0.6486486486486487,0.49843993759750393,0.40336134453781514,0.5524822695035462,0.5329949238578681,0.125,0.5338345864661653,0.14285714285714285,0
1279,34,0.23628691983122363,0,0.5102040816326531,0.3821138211382114,0.4130705025750311,0.6126126126126126,0.4637285491419657,0.6386554621848739,0.35744680851063826,0.43147208121827413,0.375,0.4323308270676691,0.42857142857142855,0
722,20,0.4345991561181435,0,0.0,0.42276422764227645,0.44237258035872845,0.3063063063063063,0.37480499219968805,0.7899159663865546,0.4148936170212766,0.4873096446700508,0.5,0.48684210526315785,0.14285714285714285,0
407,47,0.5274261603375527,0,0.8571428571428571,0.5040650406504065,0.726513940685491,0.4864864864864865,0.3705148205928237,0.226890756302521,0.49503546099290785,0.5380710659898477,0.1875,0.537593984962406,0.2857142857142857,0
281,42,0.42616033755274263,0,0.0,0.6341463414634146,0.531344343811046,0.6216216216216216,0.46489859594383776,0.2605042016806723,0.5921985815602837,0.46700507614213194,0.3125,0.46616541353383456,0.14285714285714285,1
730,20,0.6540084388185654,0,0.0,0.8048780487804879,0.22500443970875508,0.6576576576576577,0.6470358814352574,0.5546218487394958,0.5014184397163121,0.6243654822335026,0.375,0.6240601503759398,0.42857142857142855,0
1269,37,0.1518987341772152,0,0.0,0.6747967479674797,0.7551056650683715,0.43243243243243246,0.2890015600624025,0.47058823529411764,0.8283687943262411,0.416243654822335,0.3125,0.41541353383458646,0.42857142857142855,0
1196,49,0.4388185654008439,0,0.0,0.3983739837398374,0.2848517137275795,0.35135135135135137,0.48556942277691106,0.5630252100840336,0.5347517730496455,0.5939086294416244,0.25,0.5939849624060151,0.42857142857142855,0
653,13,0.39662447257383965,0,0.0,0.4878048780487805,0.3798614810868407,0.7387387387387387,0.49492979719188773,0.6890756302521008,0.4290780141843972,0.5025380710659899,0.1875,0.5018796992481203,0.5714285714285714,1
1148,35,0.5654008438818565,0,0.0,0.7235772357723578,0.31859350026638256,0.4144144144144144,0.7714508580343215,0.5378151260504201,0.6553191489361703,0.5279187817258884,0.125,0.5281954887218044,0.0,0
734,31,0.48945147679324896,0,0.0,0.6585365853658537,0.5386254661694193,0.35135135135135137,0.42277691107644305,0.6386554621848739,0.45177304964539017,0.3401015228426396,0.25,0.34022556390977443,0.5714285714285714,1
269,0,0.28270042194092826,0,0.0,0.8211382113821138,0.49849049902326403,0.44144144144144143,0.4738689547581904,0.31932773109243695,0.8007092198581561,0.5279187817258884,0.125,0.5281954887218044,0.14285714285714285,0
600,45,0.7637130801687764,0,0.4897959183673469,0.3170731707317073,0.6279524063221452,0.36936936936936937,0.2843213728549142,0.2773109243697479,0.5056737588652483,0.5532994923857868,0.4375,0.5526315789473684,0.0,0
252,25,0.5021097046413502,0,0.0,0.37398373983739835,0.3182383235659741,0.3783783783783784,0.2554602184087364,0.35294117647058826,0.6007092198581561,0.41116751269035534,0.1875,0.41165413533834583,0.8571428571428571,1
130,30,0.6075949367088608,0,0.0,0.5447154471544715,0.49316284851713726,0.6126126126126126,0.5276911076443058,0.5042016806722689,0.4709219858156029,0.4974619289340102,0.0625,0.49812030075187963,0.42857142857142855,0
821,36,0.1308016877637131,0,0.0,0.7154471544715447,0.6748357307760611,0.8108108108108109,0.5218408736349454,0.33613445378151263,0.3042553191489361,0.4416243654822335,0.1875,0.4417293233082707,0.2857142857142857,0
1655,47,0.3333333333333333,0,0.0,0.5447154471544715,0.45231752797016517,0.7477477477477478,0.5354914196567863,0.5294117647058824,0.21276595744680848,0.8223350253807107,0.125,0.8214285714285714,0.2857142857142857,0
290,33,0.5822784810126582,1,0.0,0.4715447154471545,0.4993784407742852,0.7117117117117117,0.7769110764430578,0.5966386554621849,0.6595744680851064,0.5329949238578681,0.1875,0.5338345864661653,0.42857142857142855,0
922,10,0.4641350210970464,0,0.0,0.4715447154471545,0.36814064997336177,0.7927927927927928,0.3369734789391576,0.4789915966386555,0.6936170212765959,0.852791878172589,0.4375,0.8533834586466165,0.2857142857142857,0
1051,5,0.4219409282700422,0,0.7959183673469388,0.5772357723577236,0.42266027348605933,0.46846846846846846,0.4028861154446178,0.6050420168067226,0.37872340425531914,0.6598984771573604,0.25,0.6597744360902255,0.14285714285714285,0
606,33,0.2911392405063291,0,0.0,0.37398373983739835,0.5993606819392647,0.5315315315315315,0.577223088923557,0.5966386554621849,0.5092198581560283,0.7208121827411167,0.3125,0.7199248120300752,0.2857142857142857,0
1646,43,0.21518987341772153,0,0.0,0.5284552845528455,0.5480376487302433,0.40540540540540543,0.5405616224648986,0.4789915966386555,0.46170212765957447,0.5482233502538072,0.125,0.5488721804511277,0.14285714285714285,0
127,46,0.1350210970464135,0,0.673469387755102,0.6178861788617886,0.6467767714437933,0.3783783783783784,0.7585803432137285,0.47058823529411764,0.5624113475177305,0.5126903553299492,0.25,0.513157894736842,0.14285714285714285,0
316,30,0.3755274261603376,0,0.0,0.37398373983739835,0.5583377730420884,0.7297297297297297,0.7359594383775351,0.42857142857142855,0.6794326241134752,0.5939086294416244,0.25,0.5939849624060151,0.2857142857142857,0
133,30,0.620253164556962,0,0.0,0.5528455284552846,0.4880127863612147,0.7297297297297297,0.6657566302652106,0.42016806722689076,0.6510638297872341,0.5380710659898477,0.25,0.537593984962406,0.14285714285714285,0
1175,46,0.4810126582278481,0,0.0,0.4959349593495935,0.588527792576807,0.40540540540540543,0.6111544461778472,1.0,0.5361702127659574,0.6649746192893401,0.4375,0.6654135338345865,0.14285714285714285,0
759,31,0.4936708860759494,0,0.0,0.3821138211382114,0.5169596874445036,0.6756756756756757,0.4489079563182527,0.5294117647058824,0.6531914893617022,0.5482233502538072,0.125,0.5488721804511277,0.14285714285714285,0
1002,45,0.569620253164557,0,0.0,0.4715447154471545,0.3109572012076008,0.5855855855855856,0.5705928237129485,0.17647058823529413,0.45106382978723414,0.6243654822335026,0.25,0.6240601503759398,0.2857142857142857,0
1268,25,0.48945147679324896,0,0.0,0.7154471544715447,0.5514118273841236,0.45045045045045046,0.624414976599064,0.6218487394957983,0.7156028368794326,0.6446700507614213,0.125,0.6447368421052632,0.14285714285714285,0
1362,21,0.6582278481012658,0,0.5510204081632653,0.4146341463414634,0.5863967323743563,0.14414414414414414,0.17901716068642745,0.5630252100840336,0.6758865248226952,0.6040609137055838,0.3125,0.6033834586466165,0.2857142857142857,0
675,18,0.5569620253164557,0,0.0,0.3821138211382114,0.4981353223228556,0.7117117117117117,0.5557722308892356,0.3697478991596639,0.43900709219858153,0.5634517766497462,0.375,0.5639097744360902,0.42857142857142855,0
422,6,0.729957805907173,0,0.0,0.37398373983739835,0.19623512697567036,0.3333333333333333,0.4180967238689548,0.6302521008403361,0.26595744680851063,0.5583756345177665,0.3125,0.5582706766917294,0.2857142857142857,0
298,19,0.14767932489451477,0,0.0,0.6747967479674797,0.4022376132125733,0.6936936936936937,0.5210608424336973,0.2773109243697479,0.6531914893617022,0.4416243654822335,0.25,0.4417293233082707,0.2857142857142857,0
556,31,0.27848101265822783,0,0.0,0.34959349593495936,0.515716568993074,0.3963963963963964,0.6177847113884555,0.35294117647058826,0.4113475177304965,0.3197969543147208,0.25,0.3195488721804511,0.2857142857142857,0
1014,28,0.45569620253164556,0,0.0,0.5772357723577236,0.2857396554786006,0.5675675675675675,1.0,0.8739495798319328,0.5950354609929078,0.3807106598984772,0.3125,0.381578947368421,0.14285714285714285,0
1271,3,0.810126582278481,0,0.0,0.6585365853658537,0.6066418042976381,0.5405405405405406,0.43330733229329177,0.4117647058823529,0.47659574468085114,0.6294416243654822,0.5625,0.6296992481203008,0.42857142857142855,0
551,36,0.6371308016877637,0,0.0,0.6422764227642277,0.8375066595631326,0.5135135135135135,0.3131825273010921,0.2689075630252101,0.25744680851063834,0.6395939086294417,0.3125,0.6390977443609022,0.0,0
1236,30,0.34177215189873417,0,0.0,0.4878048780487805,0.4492985260166933,0.6666666666666666,0.8233229329173166,0.31932773109243695,0.47943262411347515,0.7258883248730965,0.1875,0.7255639097744361,0.0,0
69,9,0.16033755274261605,0,0.0,0.5284552845528455,0.34540934114722077,0.4954954954954955,0.7304992199687987,0.35294117647058826,0.1695035460992908,0.36040609137055835,0.125,0.3609022556390977,0.14285714285714285,0
1509,41,0.21518987341772153,0,0.0,0.4878048780487805,0.4789557805007992,0.8198198198198198,0.4824492979719189,0.15126050420168066,0.6418439716312058,0.6294416243654822,0.4375,0.6296992481203008,0.42857142857142855,0
534,2,0.5189873417721519,0,0.0,0.6016260162601627,0.5597584798437223,0.5585585585585585,0.5834633385335414,0.31932773109243695,0.44751773049645394,0.21319796954314724,0.125,0.21240601503759396,0.14285714285714285,0
703,14,0.2616033755274262,0,0.5306122448979592,0.37398373983739835,0.6249334043686734,0.972972972972973,0.6821372854914197,0.5294117647058824,0.35035460992907796,0.5228426395939086,0.125,0.5225563909774436,0.2857142857142857,0
881,22,0.5274261603375527,0,0.0,0.4634146341463415,0.5084354466347007,0.5045045045045045,0.34399375975039004,0.453781512605042,0.4943262411347518,0.5025380710659899,0.125,0.5018796992481203,0.14285714285714285,0
1042,42,0.42616033755274263,0,0.0,0.3983739837398374,0.45356064642159477,0.5225225225225225,0.0,0.3865546218487395,0.3631205673758865,0.5786802030456853,0.3125,0.5789473684210527,0.0,0
1482,2,0.3080168776371308,0,0.0,0.6341463414634146,0.5863967323743563,0.24324324324324326,0.20670826833073325,0.7478991596638656,0.49007092198581564,0.5431472081218274,0.125,0.543233082706767,0.14285714285714285,0
1549,24,0.5864978902953587,0,0.0,0.6504065040650406,0.58781743917599,0.4774774774774775,0.4453978159126365,0.6386554621848739,0.43971631205673767,0.6142131979695431,0.625,0.6146616541353384,0.0,0
74,5,0.3881856540084388,0,0.0,0.5691056910569106,0.3423903391937489,0.4594594594594595,0.5245709828393136,0.5126050420168067,0.4333333333333334,0.4873096446700508,0.375,0.48684210526315785,0.2857142857142857,0
789,3,0.5527426160337553,1,0.42857142857142855,0.44715447154471544,0.652814775350737,0.5495495495495496,0.48361934477379104,0.3277310924369748,0.573049645390071,0.39086294416243655,0.3125,0.39097744360902253,0.42857142857142855,0
1632,27,0.38396624472573837,0,0.0,0.43089430894308944,0.5583377730420884,0.7027027027027027,0.4832293291731669,0.2773109243697479,0.2765957446808511,0.5431472081218274,0.125,0.543233082706767,0.14285714285714285,0
1039,50,0.3670886075949367,0,0.0,0.4715447154471545,0.39708755105665067,0.26126126126126126,0.5253510140405616,0.6134453781512605,0.6425531914893617,0.4974619289340102,0.3125,0.49812030075187963,0.14285714285714285,0
465,24,0.5485232067510548,0,0.0,0.8699186991869918,0.585508790623335,0.44144144144144143,0.5608424336973479,0.7226890756302521,0.5446808510638298,0.583756345177665,0.25,0.5845864661654134,0.14285714285714285,0
339,19,0.3291139240506329,0,0.5510204081632653,0.7398373983739838,0.558870538092701,0.5765765765765766,0.3315132605304212,0.42857142857142855,0.5368794326241135,0.39593908629441626,0.25,0.3966165413533834,0.14285714285714285,0
704,18,0.2869198312236287,0,0.0,0.7642276422764228,0.7197655833777304,0.5135135135135135,0.41692667706708275,0.6050420168067226,0.20780141843971633,0.7208121827411167,0.4375,0.7199248120300752,0.2857142857142857,0
643,10,0.10970464135021098,0,0.6530612244897959,0.5121951219512195,0.5528325341857574,0.2972972972972973,0.7683307332293291,0.5966386554621849,0.2780141843971631,0.4263959390862945,0.1875,0.42669172932330823,0.2857142857142857,0
1594,36,0.510548523206751,0,0.0,0.43089430894308944,0.5515894157343278,0.6666666666666666,0.48595943837753514,0.5714285714285714,0.4170212765957447,0.7918781725888325,0.125,0.7913533834586466,0.0,0
895,5,0.5907172995780591,0,0.0,0.45528455284552843,0.7762386787426745,0.5135135135135135,0.5604524180967239,0.2184873949579832,0.5177304964539008,0.4873096446700508,0.1875,0.48684210526315785,0.0,1
697,13,0.4472573839662447,0,0.0,0.3821138211382114,0.7650506126798081,0.6486486486486487,0.6591263650546022,0.5966386554621849,0.6276595744680851,0.6497461928934011,0.5625,0.650375939849624,0.0,1
1074,42,0.5232067510548524,0,0.0,0.5040650406504065,0.396554786006038,0.6576576576576577,0.37246489859594384,0.37815126050420167,0.5297872340425532,0.39086294416243655,0.1875,0.39097744360902253,0.2857142857142857,0
576,17,0.6497890295358649,1,0.7755102040816326,0.4065040650406504,0.6865565618895401,0.6756756756756757,0.5557722308892356,0.19327731092436976,0.4787234042553192,0.40609137055837563,0.125,0.40601503759398494,0.14285714285714285,1
194,38,0.3755274261603376,0,0.0,0.5121951219512195,0.46403835908364416,0.018018018018018018,0.2952418096723869,0.6302521008403361,0.5177304964539008,0.4619289340101523,0.25,0.46240601503759393,0.2857142857142857,0
1329,14,0.270042194092827,0,0.0,0.4065040650406504,0.5226425146510388,0.7657657657657657,0.5058502340093604,0.13445378151260504,0.7446808510638298,0.6142131979695431,0.0625,0.6146616541353384,0.42857142857142855,0
716,37,0.46835443037974683,0,0.0,0.0,0.38803054519623514,0.4954954954954955,0.6489859594383776,0.5798319327731093,0.5191489361702128,0.6192893401015228,0.5,0.6184210526315789,0.14285714285714285,0
468,1,0.4177215189873418,0,0.5306122448979592,0.37398373983739835,0.5752086663114899,0.35135135135135137,0.6142745709828393,0.6218487394957983,0.4787234042553192,0.6091370558375635,0.3125,0.6090225563909775,0.14285714285714285,0
1304,17,0.4388185654008439,0,0.0,0.8130081300813008,0.5256615166045108,0.36036036036036034,0.29407176287051484,0.6386554621848739,0.7163120567375887,0.5228426395939086,0.1875,0.5225563909774436,0.14285714285714285,0
1474,36,0.48523206751054854,0,0.0,0.4634146341463415,0.6162315752086663,0.6486486486486487,0.4762090483619345,0.7394957983193278,0.4382978723404255,0.3197969543147208,0.25,0.3195488721804511,0.2857142857142857,0
1075,47,0.270042194092827,0,0.0,0.3252032520325203,0.5498135322322856,0.4144144144144144,0.5237909516380655,0.2689075630252101,0.5794326241134752,0.43147208121827413,0.8125,0.4323308270676691,0.42857142857142855,0
1652,27,0.4936708860759494,0,0.6326530612244898,0.5284552845528455,0.6624045462617653,0.8288288288288288,0.39001560062402496,0.6218487394957983,0.4553191489361702,0.5177664974619289,0.3125,0.5169172932330827,0.42857142857142855,0
886,7,0.2869198312236287,0,0.0,0.42276422764227645,0.3155744983129107,0.21621621621621623,0.46489859594383776,0.6890756302521008,0.47304964539007094,0.5888324873096447,0.625,0.5883458646616541,0.2857142857142857,0
1106,2,0.4810126582278481,0,0.7551020408163265,0.2682926829268293,0.5341857574143136,0.5405405405405406,0.3716848673946958,0.6302521008403361,0.46808510638297873,0.6751269035532995,0.1875,0.6748120300751879,0.0,0
1382,14,0.2109704641350211,0,0.6530612244897959,0.8130081300813008,0.6006038003906944,0.36036036036036034,0.43876755070202805,0.3697478991596639,0.9113475177304965,0.5177664974619289,0.125,0.5169172932330827,0.42857142857142855,0
347,45,0.33755274261603374,0,0.0,0.4065040650406504,0.7748179719410406,0.5675675675675675,0.3829953198127925,0.40336134453781514,0.3290780141843972,0.4416243654822335,0.375,0.4417293233082707,0.2857142857142857,0
1649,43,0.35864978902953587,0,0.0,0.7317073170731707,0.525128751553898,0.5495495495495496,0.6041341653666147,0.37815126050420167,0.24113475177304963,0.28426395939086296,0.375,0.2838345864661654,0.7142857142857143,0
677,30,0.46835443037974683,0,0.0,0.6097560975609756,0.3539335819570236,0.6756756756756757,0.49336973478939167,0.36134453781512604,0.3808510638297872,0.5177664974619289,0.25,0.5169172932330827,0.2857142857142857,0
1612,13,0.23628691983122363,0,0.0,0.6585365853658537,0.6338128218788847,0.43243243243243246,0.7004680187207488,0.5966386554621849,0.40567375886524826,0.6395939086294417,0.375,0.6390977443609022,0.2857142857142857,0
566,30,0.6835443037974683,0,0.7959183673469388,0.5691056910569106,0.7877819215059492,0.1891891891891892,0.5612324492979719,0.6050420168067226,1.0,0.5786802030456853,0.25,0.5789473684210527,0.0,0
66,18,0.35443037974683544,0,0.0,0.18699186991869918,0.6096608062511099,0.6036036036036037,0.21021840873634948,0.5630252100840336,0.21276595744680848,0.6497461928934011,0.25,0.650375939849624,0.14285714285714285,0
1648,27,0.25316455696202533,0,0.0,0.5121951219512195,0.0,0.3063063063063063,0.578393135725429,0.40336134453781514,0.40780141843971635,0.6091370558375635,0.25,0.6090225563909775,0.14285714285714285,0
1237,46,0.31645569620253167,0,0.0,0.7317073170731707,0.6078849227490677,0.6576576576576577,0.41692667706708275,0.4117647058823529,0.5567375886524822,0.4974619289340102,0.1875,0.49812030075187963,0.0,0
1517,0,0.5063291139240507,0,0.0,0.43089430894308944,0.468655656188954,0.5405405405405406,0.7886115444617784,0.6638655462184874,0.22553191489361704,0.29441624365482233,0.3125,0.2951127819548872,0.2857142857142857,0
1575,35,0.4641350210970464,1,0.0,0.5853658536585366,0.4185757414313621,0.8918918918918919,0.41497659906396256,0.6470588235294118,0.3106382978723405,0.6040609137055838,0.25,0.6033834586466165,0.14285714285714285,0
1031,28,0.620253164556962,1,0.0,0.6341463414634146,0.3914047238501155,0.8108108108108109,0.49804992199687986,0.3697478991596639,0.14822695035460995,0.5228426395939086,0.3125,0.5225563909774436,0.2857142857142857,0
587,15,0.20253164556962025,0,0.40816326530612246,0.6097560975609756,0.5998934469898775,0.5495495495495496,0.8322932917316692,0.37815126050420167,0.3042553191489361,0.6243654822335026,0.1875,0.6240601503759398,0.5714285714285714,0
182,45,0.6286919831223629,0,0.5918367346938775,0.4634146341463415,0.6902859172438288,0.36036036036036034,0.515600624024961,0.29411764705882354,0.6368794326241135,0.6040609137055838,0.25,0.6033834586466165,0.14285714285714285,0
1114,31,0.5274261603375527,0,0.0,0.3983739837398374,0.76806961463328,0.8018018018018018,0.48283931357254284,0.03361344537815126,0.6390070921985815,0.37055837563451777,0.1875,0.37030075187969924,0.5714285714285714,0
1117,43,0.189873417721519,0,0.0,0.6747967479674797,0.6748357307760611,0.36036036036036034,0.46060842433697347,0.5294117647058824,0.43262411347517726,0.46700507614213194,0.25,0.46616541353383456,0.2857142857142857,0
88,8,0.5021097046413502,0,0.0,0.4959349593495935,0.7426744805540756,0.3783783783783784,0.5421216848673948,0.29411764705882354,0.6617021276595745,0.48223350253807107,0.25,0.4830827067669172,0.7142857142857143,1
83,13,0.5864978902953587,0,0.0,0.3902439024390244,0.5613567749955602,0.5675675675675675,0.7063182527301092,0.3949579831932773,0.6212765957446809,0.6751269035532995,0.3125,0.6748120300751879,0.2857142857142857,0
238,2,0.33755274261603374,0,0.3469387755102041,0.4878048780487805,0.7877819215059492,0.7207207207207207,0.36076443057722307,0.3697478991596639,0.3631205673758865,0.6903553299492385,0.3125,0.6898496240601504,0.2857142857142857,0
1551,40,0.5822784810126582,0,0.0,0.7073170731707317,0.5876398508257858,0.40540540540540543,0.6341653666146646,0.8823529411764706,0.4063829787234043,0.6852791878172589,0.25,0.6860902255639098,0.14285714285714285,0
1007,45,0.5569620253164557,0,0.0,0.24390243902439024,0.4970697922216303,0.35135135135135137,0.4301872074882996,0.42016806722689076,0.5631205673758864,0.5228426395939086,0.25,0.5225563909774436,0.14285714285714285,0
973,45,0.29957805907172996,0,0.0,0.4715447154471545,0.6204936956135677,0.5045045045045045,0.8588143525741029,0.3697478991596639,0.2985815602836879,0.6548223350253808,0.375,0.6541353383458646,0.0,0
